,date,store,product,category,forecast_qty,unit_price,forecast_revenue,model
794,2025-01-15,Store_Chennai,Men T-Shirt,Clothing,107.32,599.0,64287.29,RandomForest
795,2025-01-16,Store_Chennai,Men T-Shirt,Clothing,107.2,599.0,64210.17,RandomForest
796,2025-01-17,Store_Chennai,Men T-Shirt,Clothing,107.2,599.0,64210.17,RandomForest
797,2025-01-18,Store_Chennai,Men T-Shirt,Clothing,133.64,599.0,80047.87,RandomForest
798,2025-01-19,Store_Chennai,Men T-Shirt,Clothing,131.57,599.0,78809.64,RandomForest
799,2025-01-20,Store_Chennai,Men T-Shirt,Clothing,105.35,599.0,63104.02,RandomForest
800,2025-01-21,Store_Chennai,Men T-Shirt,Clothing,107.36,599.0,64310.47,RandomForest
801,2025-01-22,Store_Chennai,Men T-Shirt,Clothing,107.36,599.0,64310.47,RandomForest
802,2025-01-23,Store_Chennai,Men T-Shirt,Clothing,107.23,599.0,64233.35,RandomForest
803,2025-01-24,Store_Chennai,Men T-Shirt,Clothing,107.23,599.0,64233.35,RandomForest
804,2025-01-25,Store_Chennai,Men T-Shirt,Clothing,133.68,599.0,80073.37,RandomForest
805,2025-01-26,Store_Chennai,Men T-Shirt,Clothing,131.77,599.0,78931.41,RandomForest
806,2025-01-27,Store_Chennai,Men T-Shirt,Clothing,105.39,599.0,63127.2,RandomForest
807,2025-01-28,Store_Chennai,Men T-Shirt,Clothing,107.04,599.0,64116.53,RandomForest
808,2025-01-29,Store_Chennai,Men T-Shirt,Clothing,106.19,599.0,63606.73,RandomForest
809,2025-01-30,Store_Chennai,Men T-Shirt,Clothing,99.66,599.0,59693.56,RandomForest
810,2025-01-01,Store_Chennai,Mixer Grinder,Home & Kitchen,23.27,3500.0,81428.59,RandomForest
811,2025-01-02,Store_Chennai,Mixer Grinder,Home & Kitchen,23.43,3500.0,82009.11,RandomForest
812,2025-01-03,Store_Chennai,Mixer Grinder,Home & Kitchen,23.43,3500.0,82009.11,RandomForest
813,2025-01-04,Store_Chennai,Mixer Grinder,Home & Kitchen,30.8,3500.0,107801.63,RandomForest
814,2025-01-05,Store_Chennai,Mixer Grinder,Home & Kitchen,30.49,3500.0,106701.75,RandomForest
815,2025-01-06,Store_Chennai,Mixer Grinder,Home & Kitchen,24.25,3500.0,84882.06,RandomForest
816,2025-01-07,Store_Chennai,Mixer Grinder,Home & Kitchen,25.05,3500.0,87690.89,RandomForest
817,2025-01-08,Store_Chennai,Mixer Grinder,Home & Kitchen,25.22,3500.0,88262.2,RandomForest
818,2025-01-09,Store_Chennai,Mixer Grinder,Home & Kitchen,25.22,3500.0,88262.2,RandomForest
819,2025-01-10,Store_Chennai,Mixer Grinder,Home & Kitchen,24.91,3500.0,87171.85,RandomForest
820,2025-01-11,Store_Chennai,Mixer Grinder,Home & Kitchen,31.51,3500.0,110280.9,RandomForest
821,2025-01-12,Store_Chennai,Mixer Grinder,Home & Kitchen,30.74,3500.0,107574.93,RandomForest
822,2025-01-13,Store_Chennai,Mixer Grinder,Home & Kitchen,24.51,3500.0,85795.76,RandomForest
823,2025-01-14,Store_Chennai,Mixer Grinder,Home & Kitchen,25.06,3500.0,87716.16,RandomForest
824,2025-01-15,Store_Chennai,Mixer Grinder,Home & Kitchen,25.06,3500.0,87716.16,RandomForest
825,2025-01-16,Store_Chennai,Mixer Grinder,Home & Kitchen,25.06,3500.0,87716.16,RandomForest
826,2025-01-17,Store_Chennai,Mixer Grinder,Home & Kitchen,25.06,3500.0,87716.16,RandomForest
827,2025-01-18,Store_Chennai,Mixer Grinder,Home & Kitchen,31.66,3500.0,110825.2,RandomForest
828,2025-01-19,Store_Chennai,Mixer Grinder,Home & Kitchen,30.89,3500.0,108119.24,RandomForest
829,2025-01-20,Store_Chennai,Mixer Grinder,Home & Kitchen,24.51,3500.0,85795.76,RandomForest
830,2025-01-21,Store_Chennai,Mixer Grinder,Home & Kitchen,25.1,3500.0,87851.61,RandomForest
831,2025-01-22,Store_Chennai,Mixer Grinder,Home & Kitchen,25.1,3500.0,87851.61,RandomForest
832,2025-01-23,Store_Chennai,Mixer Grinder,Home & Kitchen,25.01,3500.0,87539.27,RandomForest
833,2025-01-24,Store_Chennai,Mixer Grinder,Home & Kitchen,25.01,3500.0,87539.27,RandomForest
834,2025-01-25,Store_Chennai,Mixer Grinder,Home & Kitchen,31.62,3500.0,110661.85,RandomForest
835,2025-01-26,Store_Chennai,Mixer Grinder,Home & Kitchen,31.01,3500.0,108518.42,RandomForest
836,2025-01-27,Store_Chennai,Mixer Grinder,Home & Kitchen,24.46,3500.0,85618.87,RandomForest
837,2025-01-28,Store_Chennai,Mixer Grinder,Home & Kitchen,24.87,3500.0,87032.52,RandomForest
838,2025-01-29,Store_Chennai,Mixer Grinder,Home & Kitchen,24.87,3500.0,87032.52,RandomForest
839,2025-01-30,Store_Chennai,Mixer Grinder,Home & Kitchen,21.33,3500.0,74660.85,RandomForest
840,2025-01-01,Store_Chennai,Moisturizer,Personal Care,110.37,250.0,27592.53,RandomForest
841,2025-01-02,Store_Chennai,Moisturizer,Personal Care,111.28,250.0,27818.82,RandomForest
842,2025-01-03,Store_Chennai,Moisturizer,Personal Care,114.17,250.0,28543.29,RandomForest
843,2025-01-04,Store_Chennai,Moisturizer,Personal Care,149.68,250.0,37420.24,RandomForest
844,2025-01-05,Store_Chennai,Moisturizer,Personal Care,144.9,250.0,36225.56,RandomForest
845,2025-01-06,Store_Chennai,Moisturizer,Personal Care,114.59,250.0,28648.66,RandomForest
846,2025-01-07,Store_Chennai,Moisturizer,Personal Care,118.67,250.0,29667.0,RandomForest
847,2025-01-08,Store_Chennai,Moisturizer,Personal Care,118.83,250.0,29707.81,RandomForest
848,2025-01-09,Store_Chennai,Moisturizer,Personal Care,118.7,250.0,29675.62,RandomForest
849,2025-01-10,Store_Chennai,Moisturizer,Personal Care,119.14,250.0,29784.38,RandomForest
850,2025-01-11,Store_Chennai,Moisturizer,Personal Care,148.62,250.0,37154.99,RandomForest
851,2025-01-12,Store_Chennai,Moisturizer,Personal Care,145.17,250.0,36291.56,RandomForest
852,2025-01-13,Store_Chennai,Moisturizer,Personal Care,115.45,250.0,28862.29,RandomForest
853,2025-01-14,Store_Chennai,Moisturizer,Personal Care,118.87,250.0,29717.85,RandomForest
854,2025-01-15,Store_Chennai,Moisturizer,Personal Care,118.87,250.0,29717.85,RandomForest
855,2025-01-16,Store_Chennai,Moisturizer,Personal Care,118.74,250.0,29685.66,RandomForest
856,2025-01-17,Store_Chennai,Moisturizer,Personal Care,118.74,250.0,29685.66,RandomForest
857,2025-01-18,Store_Chennai,Moisturizer,Personal Care,148.23,250.0,37056.27,RandomForest
858,2025-01-19,Store_Chennai,Moisturizer,Personal Care,144.77,250.0,36192.84,RandomForest
859,2025-01-20,Store_Chennai,Moisturizer,Personal Care,115.45,250.0,28862.29,RandomForest
860,2025-01-21,Store_Chennai,Moisturizer,Personal Care,118.91,250.0,29727.52,RandomForest
861,2025-01-22,Store_Chennai,Moisturizer,Personal Care,118.91,250.0,29727.52,RandomForest
862,2025-01-23,Store_Chennai,Moisturizer,Personal Care,118.78,250.0,29695.33,RandomForest
863,2025-01-24,Store_Chennai,Moisturizer,Personal Care,118.78,250.0,29695.33,RandomForest
864,2025-01-25,Store_Chennai,Moisturizer,Personal Care,148.27,250.0,37066.92,RandomForest
865,2025-01-26,Store_Chennai,Moisturizer,Personal Care,144.97,250.0,36243.66,RandomForest
866,2025-01-27,Store_Chennai,Moisturizer,Personal Care,115.49,250.0,28871.97,RandomForest
867,2025-01-28,Store_Chennai,Moisturizer,Personal Care,118.59,250.0,29646.57,RandomForest
868,2025-01-29,Store_Chennai,Moisturizer,Personal Care,118.59,250.0,29646.57,RandomForest
869,2025-01-30,Store_Chennai,Moisturizer,Personal Care,111.48,250.0,27871.17,RandomForest
870,2025-01-01,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.07,800.0,40059.36,RandomForest
871,2025-01-02,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.24,800.0,40192.06,RandomForest
872,2025-01-03,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.24,800.0,40192.06,RandomForest
873,2025-01-04,Store_Chennai,Non-Stick Pan,Home & Kitchen,58.95,800.0,47157.12,RandomForest
874,2025-01-05,Store_Chennai,Non-Stick Pan,Home & Kitchen,60.32,800.0,48255.2,RandomForest
875,2025-01-06,Store_Chennai,Non-Stick Pan,Home & Kitchen,49.98,800.0,39980.05,RandomForest
876,2025-01-07,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.91,800.0,40728.54,RandomForest
877,2025-01-08,Store_Chennai,Non-Stick Pan,Home & Kitchen,51.07,800.0,40859.12,RandomForest
878,2025-01-09,Store_Chennai,Non-Stick Pan,Home & Kitchen,51.07,800.0,40859.12,RandomForest
879,2025-01-10,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.76,800.0,40609.9,RandomForest
880,2025-01-11,Store_Chennai,Non-Stick Pan,Home & Kitchen,59.55,800.0,47643.72,RandomForest
881,2025-01-12,Store_Chennai,Non-Stick Pan,Home & Kitchen,59.92,800.0,47933.69,RandomForest
882,2025-01-13,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.08,800.0,40066.42,RandomForest
883,2025-01-14,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.92,800.0,40734.31,RandomForest
884,2025-01-15,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.82,800.0,40654.68,RandomForest
885,2025-01-16,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.82,800.0,40654.68,RandomForest
886,2025-01-17,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.82,800.0,40654.68,RandomForest
887,2025-01-18,Store_Chennai,Non-Stick Pan,Home & Kitchen,59.61,800.0,47688.5,RandomForest
888,2025-01-19,Store_Chennai,Non-Stick Pan,Home & Kitchen,59.97,800.0,47978.47,RandomForest
889,2025-01-20,Store_Chennai,Non-Stick Pan,Home & Kitchen,49.98,800.0,39986.79,RandomForest
890,2025-01-21,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.86,800.0,40685.64,RandomForest
891,2025-01-22,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.86,800.0,40685.64,RandomForest
892,2025-01-23,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.86,800.0,40685.64,RandomForest
893,2025-01-24,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.86,800.0,40685.64,RandomForest
894,2025-01-25,Store_Chennai,Non-Stick Pan,Home & Kitchen,59.65,800.0,47722.56,RandomForest
895,2025-01-26,Store_Chennai,Non-Stick Pan,Home & Kitchen,60.18,800.0,48141.11,RandomForest
896,2025-01-27,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.02,800.0,40017.75,RandomForest
897,2025-01-28,Store_Chennai,Non-Stick Pan,Home & Kitchen,50.71,800.0,40569.81,RandomForest
898,2025-01-29,Store_Chennai,Non-Stick Pan,Home & Kitchen,49.86,800.0,39888.95,RandomForest
899,2025-01-30,Store_Chennai,Non-Stick Pan,Home & Kitchen,45.97,800.0,36775.53,RandomForest
900,2025-01-01,Store_Chennai,Pressure Cooker,Home & Kitchen,32.78,1500.0,49165.94,RandomForest
901,2025-01-02,Store_Chennai,Pressure Cooker,Home & Kitchen,32.94,1500.0,49414.74,RandomForest
902,2025-01-03,Store_Chennai,Pressure Cooker,Home & Kitchen,32.94,1500.0,49414.74,RandomForest
903,2025-01-04,Store_Chennai,Pressure Cooker,Home & Kitchen,41.49,1500.0,62233.71,RandomForest
904,2025-01-05,Store_Chennai,Pressure Cooker,Home & Kitchen,40.87,1500.0,61310.22,RandomForest
905,2025-01-06,Store_Chennai,Pressure Cooker,Home & Kitchen,33.46,1500.0,50193.91,RandomForest
906,2025-01-07,Store_Chennai,Pressure Cooker,Home & Kitchen,34.11,1500.0,51168.06,RandomForest
907,2025-01-08,Store_Chennai,Pressure Cooker,Home & Kitchen,34.28,1500.0,51412.9,RandomForest
908,2025-01-09,Store_Chennai,Pressure Cooker,Home & Kitchen,34.28,1500.0,51412.9,RandomForest
909,2025-01-10,Store_Chennai,Pressure Cooker,Home & Kitchen,33.96,1500.0,50945.61,RandomForest
910,2025-01-11,Store_Chennai,Pressure Cooker,Home & Kitchen,41.74,1500.0,62614.51,RandomForest
911,2025-01-12,Store_Chennai,Pressure Cooker,Home & Kitchen,40.97,1500.0,61454.81,RandomForest
912,2025-01-13,Store_Chennai,Pressure Cooker,Home & Kitchen,33.57,1500.0,50355.85,RandomForest
913,2025-01-14,Store_Chennai,Pressure Cooker,Home & Kitchen,34.12,1500.0,51178.88,RandomForest
914,2025-01-15,Store_Chennai,Pressure Cooker,Home & Kitchen,34.12,1500.0,51178.88,RandomForest
915,2025-01-16,Store_Chennai,Pressure Cooker,Home & Kitchen,34.12,1500.0,51178.88,RandomForest
916,2025-01-17,Store_Chennai,Pressure Cooker,Home & Kitchen,34.12,1500.0,51178.88,RandomForest
917,2025-01-18,Store_Chennai,Pressure Cooker,Home & Kitchen,41.9,1500.0,62847.78,RandomForest
918,2025-01-19,Store_Chennai,Pressure Cooker,Home & Kitchen,41.13,1500.0,61688.08,RandomForest
919,2025-01-20,Store_Chennai,Pressure Cooker,Home & Kitchen,33.57,1500.0,50355.85,RandomForest
920,2025-01-21,Store_Chennai,Pressure Cooker,Home & Kitchen,34.16,1500.0,51236.93,RandomForest
921,2025-01-22,Store_Chennai,Pressure Cooker,Home & Kitchen,34.16,1500.0,51236.93,RandomForest
922,2025-01-23,Store_Chennai,Pressure Cooker,Home & Kitchen,34.07,1500.0,51103.07,RandomForest
923,2025-01-24,Store_Chennai,Pressure Cooker,Home & Kitchen,34.07,1500.0,51103.07,RandomForest
924,2025-01-25,Store_Chennai,Pressure Cooker,Home & Kitchen,41.85,1500.0,62777.77,RandomForest
925,2025-01-26,Store_Chennai,Pressure Cooker,Home & Kitchen,41.24,1500.0,61859.16,RandomForest
926,2025-01-27,Store_Chennai,Pressure Cooker,Home & Kitchen,33.52,1500.0,50280.04,RandomForest
927,2025-01-28,Store_Chennai,Pressure Cooker,Home & Kitchen,33.92,1500.0,50885.89,RandomForest
928,2025-01-29,Store_Chennai,Pressure Cooker,Home & Kitchen,33.92,1500.0,50885.89,RandomForest
929,2025-01-30,Store_Chennai,Pressure Cooker,Home & Kitchen,30.39,1500.0,45583.75,RandomForest
930,2025-01-01,Store_Chennai,Rice (5kg),Grocery,211.63,250.0,52906.75,RandomForest
931,2025-01-02,Store_Chennai,Rice (5kg),Grocery,211.29,250.0,52822.97,RandomForest
932,2025-01-03,Store_Chennai,Rice (5kg),Grocery,217.4,250.0,54350.08,RandomForest
933,2025-01-04,Store_Chennai,Rice (5kg),Grocery,289.24,250.0,72309.78,RandomForest
934,2025-01-05,Store_Chennai,Rice (5kg),Grocery,278.87,250.0,69718.16,RandomForest
935,2025-01-06,Store_Chennai,Rice (5kg),Grocery,218.1,250.0,54525.05,RandomForest
936,2025-01-07,Store_Chennai,Rice (5kg),Grocery,218.73,250.0,54682.87,RandomForest
937,2025-01-08,Store_Chennai,Rice (5kg),Grocery,218.89,250.0,54723.68,RandomForest
938,2025-01-09,Store_Chennai,Rice (5kg),Grocery,219.68,250.0,54918.82,RandomForest
939,2025-01-10,Store_Chennai,Rice (5kg),Grocery,220.39,250.0,55098.08,RandomForest
940,2025-01-11,Store_Chennai,Rice (5kg),Grocery,289.66,250.0,72415.14,RandomForest
941,2025-01-12,Store_Chennai,Rice (5kg),Grocery,279.14,250.0,69784.16,RandomForest
942,2025-01-13,Store_Chennai,Rice (5kg),Grocery,220.23,250.0,55058.64,RandomForest
943,2025-01-14,Store_Chennai,Rice (5kg),Grocery,220.77,250.0,55191.28,RandomForest
944,2025-01-15,Store_Chennai,Rice (5kg),Grocery,220.77,250.0,55191.28,RandomForest
945,2025-01-16,Store_Chennai,Rice (5kg),Grocery,221.25,250.0,55312.28,RandomForest
946,2025-01-17,Store_Chennai,Rice (5kg),Grocery,221.25,250.0,55312.28,RandomForest
947,2025-01-18,Store_Chennai,Rice (5kg),Grocery,290.52,250.0,72629.34,RandomForest
948,2025-01-19,Store_Chennai,Rice (5kg),Grocery,279.99,250.0,69998.36,RandomForest
949,2025-01-20,Store_Chennai,Rice (5kg),Grocery,220.94,250.0,55233.96,RandomForest
950,2025-01-21,Store_Chennai,Rice (5kg),Grocery,221.76,250.0,55439.3,RandomForest
951,2025-01-22,Store_Chennai,Rice (5kg),Grocery,221.76,250.0,55439.3,RandomForest
952,2025-01-23,Store_Chennai,Rice (5kg),Grocery,221.54,250.0,55384.98,RandomForest
953,2025-01-24,Store_Chennai,Rice (5kg),Grocery,221.54,250.0,55384.98,RandomForest
954,2025-01-25,Store_Chennai,Rice (5kg),Grocery,291.55,250.0,72886.38,RandomForest
955,2025-01-26,Store_Chennai,Rice (5kg),Grocery,281.18,250.0,70295.58,RandomForest
956,2025-01-27,Store_Chennai,Rice (5kg),Grocery,221.23,250.0,55306.66,RandomForest
957,2025-01-28,Store_Chennai,Rice (5kg),Grocery,221.76,250.0,55439.3,RandomForest
958,2025-01-29,Store_Chennai,Rice (5kg),Grocery,221.76,250.0,55439.3,RandomForest
959,2025-01-30,Store_Chennai,Rice (5kg),Grocery,213.47,250.0,53367.38,RandomForest
960,2025-01-01,Store_Chennai,Shampoo (200ml),Personal Care,157.9,180.0,28421.84,RandomForest
961,2025-01-02,Store_Chennai,Shampoo (200ml),Personal Care,158.8,180.0,28584.76,RandomForest
962,2025-01-03,Store_Chennai,Shampoo (200ml),Personal Care,161.7,180.0,29106.38,RandomForest
963,2025-01-04,Store_Chennai,Shampoo (200ml),Personal Care,207.83,180.0,37408.55,RandomForest
964,2025-01-05,Store_Chennai,Shampoo (200ml),Personal Care,205.81,180.0,37046.62,RandomForest
965,2025-01-06,Store_Chennai,Shampoo (200ml),Personal Care,165.4,180.0,29772.46,RandomForest
966,2025-01-07,Store_Chennai,Shampoo (200ml),Personal Care,169.13,180.0,30442.61,RandomForest
967,2025-01-08,Store_Chennai,Shampoo (200ml),Personal Care,169.29,180.0,30471.99,RandomForest
968,2025-01-09,Store_Chennai,Shampoo (200ml),Personal Care,169.16,180.0,30448.82,RandomForest
969,2025-01-10,Store_Chennai,Shampoo (200ml),Personal Care,170.18,180.0,30632.58,RandomForest
970,2025-01-11,Store_Chennai,Shampoo (200ml),Personal Care,208.25,180.0,37484.41,RandomForest
971,2025-01-12,Store_Chennai,Shampoo (200ml),Personal Care,206.08,180.0,37094.13,RandomForest
972,2025-01-13,Store_Chennai,Shampoo (200ml),Personal Care,166.84,180.0,30031.73,RandomForest
973,2025-01-14,Store_Chennai,Shampoo (200ml),Personal Care,170.47,180.0,30683.75,RandomForest
974,2025-01-15,Store_Chennai,Shampoo (200ml),Personal Care,170.47,180.0,30683.75,RandomForest
975,2025-01-16,Store_Chennai,Shampoo (200ml),Personal Care,170.34,180.0,30660.57,RandomForest
976,2025-01-17,Store_Chennai,Shampoo (200ml),Personal Care,170.34,180.0,30660.57,RandomForest
977,2025-01-18,Store_Chennai,Shampoo (200ml),Personal Care,208.79,180.0,37582.59,RandomForest
978,2025-01-19,Store_Chennai,Shampoo (200ml),Personal Care,206.62,180.0,37192.31,RandomForest
979,2025-01-20,Store_Chennai,Shampoo (200ml),Personal Care,167.23,180.0,30101.91,RandomForest
980,2025-01-21,Store_Chennai,Shampoo (200ml),Personal Care,170.97,180.0,30773.83,RandomForest
981,2025-01-22,Store_Chennai,Shampoo (200ml),Personal Care,170.97,180.0,30773.83,RandomForest
982,2025-01-23,Store_Chennai,Shampoo (200ml),Personal Care,170.84,180.0,30750.66,RandomForest
983,2025-01-24,Store_Chennai,Shampoo (200ml),Personal Care,170.84,180.0,30750.66,RandomForest
984,2025-01-25,Store_Chennai,Shampoo (200ml),Personal Care,209.64,180.0,37735.21,RandomForest
985,2025-01-26,Store_Chennai,Shampoo (200ml),Personal Care,207.63,180.0,37373.86,RandomForest
986,2025-01-27,Store_Chennai,Shampoo (200ml),Personal Care,167.34,180.0,30121.81,RandomForest
987,2025-01-28,Store_Chennai,Shampoo (200ml),Personal Care,170.97,180.0,30773.83,RandomForest
988,2025-01-29,Store_Chennai,Shampoo (200ml),Personal Care,170.97,180.0,30773.83,RandomForest
989,2025-01-30,Store_Chennai,Shampoo (200ml),Personal Care,163.91,180.0,29503.81,RandomForest
990,2025-01-01,Store_Chennai,Smart Watch,Electronics,56.91,8000.0,455288.6,RandomForest
991,2025-01-02,Store_Chennai,Smart Watch,Electronics,57.87,8000.0,462963.32,RandomForest
992,2025-01-03,Store_Chennai,Smart Watch,Electronics,58.45,8000.0,467563.72,RandomForest
993,2025-01-04,Store_Chennai,Smart Watch,Electronics,74.91,8000.0,599275.09,RandomForest
994,2025-01-05,Store_Chennai,Smart Watch,Electronics,76.09,8000.0,608707.58,RandomForest
995,2025-01-06,Store_Chennai,Smart Watch,Electronics,61.92,8000.0,495376.13,RandomForest
996,2025-01-07,Store_Chennai,Smart Watch,Electronics,64.36,8000.0,514857.67,RandomForest
997,2025-01-08,Store_Chennai,Smart Watch,Electronics,64.52,8000.0,516163.51,RandomForest
998,2025-01-09,Store_Chennai,Smart Watch,Electronics,64.39,8000.0,515133.54,RandomForest
999,2025-01-10,Store_Chennai,Smart Watch,Electronics,64.83,8000.0,518613.95,RandomForest
1000,2025-01-11,Store_Chennai,Smart Watch,Electronics,78.13,8000.0,625065.86,RandomForest
1001,2025-01-12,Store_Chennai,Smart Watch,Electronics,78.0,8000.0,624005.98,RandomForest
1002,2025-01-13,Store_Chennai,Smart Watch,Electronics,63.82,8000.0,510599.21,RandomForest
1003,2025-01-14,Store_Chennai,Smart Watch,Electronics,65.11,8000.0,520888.0,RandomForest
1004,2025-01-15,Store_Chennai,Smart Watch,Electronics,65.11,8000.0,520888.0,RandomForest
1005,2025-01-16,Store_Chennai,Smart Watch,Electronics,64.98,8000.0,519858.03,RandomForest
1006,2025-01-17,Store_Chennai,Smart Watch,Electronics,64.98,8000.0,519858.03,RandomForest
1007,2025-01-18,Store_Chennai,Smart Watch,Electronics,78.29,8000.0,626309.94,RandomForest
1008,2025-01-19,Store_Chennai,Smart Watch,Electronics,78.16,8000.0,625250.06,RandomForest
1009,2025-01-20,Store_Chennai,Smart Watch,Electronics,63.82,8000.0,510599.21,RandomForest
1010,2025-01-21,Store_Chennai,Smart Watch,Electronics,65.15,8000.0,521197.57,RandomForest
1011,2025-01-22,Store_Chennai,Smart Watch,Electronics,65.15,8000.0,521197.57,RandomForest
1012,2025-01-23,Store_Chennai,Smart Watch,Electronics,65.02,8000.0,520167.6,RandomForest
1013,2025-01-24,Store_Chennai,Smart Watch,Electronics,65.02,8000.0,520167.6,RandomForest
1014,2025-01-25,Store_Chennai,Smart Watch,Electronics,78.33,8000.0,626650.39,RandomForest
1015,2025-01-26,Store_Chennai,Smart Watch,Electronics,78.36,8000.0,626876.28,RandomForest
1016,2025-01-27,Store_Chennai,Smart Watch,Electronics,63.86,8000.0,510908.81,RandomForest
1017,2025-01-28,Store_Chennai,Smart Watch,Electronics,64.85,8000.0,518803.96,RandomForest
1018,2025-01-29,Store_Chennai,Smart Watch,Electronics,64.63,8000.0,517046.94,RandomForest
1019,2025-01-30,Store_Chennai,Smart Watch,Electronics,60.23,8000.0,481873.72,RandomForest
1020,2025-01-01,Store_Chennai,Smartphone,Electronics,46.9,15000.0,703449.9,RandomForest
1021,2025-01-02,Store_Chennai,Smartphone,Electronics,47.86,15000.0,717839.98,RandomForest
1022,2025-01-03,Store_Chennai,Smartphone,Electronics,48.43,15000.0,726465.74,RandomForest
1023,2025-01-04,Store_Chennai,Smartphone,Electronics,64.39,15000.0,965883.29,RandomForest
1024,2025-01-05,Store_Chennai,Smartphone,Electronics,64.08,15000.0,961169.82,RandomForest
1025,2025-01-06,Store_Chennai,Smartphone,Electronics,50.51,15000.0,757633.32,RandomForest
1026,2025-01-07,Store_Chennai,Smartphone,Electronics,52.98,15000.0,794764.88,RandomForest
1027,2025-01-08,Store_Chennai,Smartphone,Electronics,53.15,15000.0,797213.34,RandomForest
1028,2025-01-09,Store_Chennai,Smartphone,Electronics,53.02,15000.0,795282.15,RandomForest
1029,2025-01-10,Store_Chennai,Smartphone,Electronics,53.45,15000.0,801807.98,RandomForest
1030,2025-01-11,Store_Chennai,Smartphone,Electronics,66.76,15000.0,1001451.07,RandomForest
1031,2025-01-12,Store_Chennai,Smartphone,Electronics,65.99,15000.0,989854.32,RandomForest
1032,2025-01-13,Store_Chennai,Smartphone,Electronics,52.41,15000.0,786176.49,RandomForest
1033,2025-01-14,Store_Chennai,Smartphone,Electronics,53.74,15000.0,806071.87,RandomForest
1034,2025-01-15,Store_Chennai,Smartphone,Electronics,53.64,15000.0,804578.76,RandomForest
1035,2025-01-16,Store_Chennai,Smartphone,Electronics,53.51,15000.0,802647.57,RandomForest
1036,2025-01-17,Store_Chennai,Smartphone,Electronics,53.51,15000.0,802647.57,RandomForest
1037,2025-01-18,Store_Chennai,Smartphone,Electronics,66.82,15000.0,1002290.61,RandomForest
1038,2025-01-19,Store_Chennai,Smartphone,Electronics,66.05,15000.0,990693.86,RandomForest
1039,2025-01-20,Store_Chennai,Smartphone,Electronics,52.31,15000.0,784683.38,RandomForest
1040,2025-01-21,Store_Chennai,Smartphone,Electronics,53.68,15000.0,805159.26,RandomForest
1041,2025-01-22,Store_Chennai,Smartphone,Electronics,53.68,15000.0,805159.26,RandomForest
1042,2025-01-23,Store_Chennai,Smartphone,Electronics,53.55,15000.0,803228.07,RandomForest
1043,2025-01-24,Store_Chennai,Smartphone,Electronics,53.55,15000.0,803228.07,RandomForest
1044,2025-01-25,Store_Chennai,Smartphone,Electronics,66.86,15000.0,1002928.96,RandomForest
1045,2025-01-26,Store_Chennai,Smartphone,Electronics,66.25,15000.0,993743.02,RandomForest
1046,2025-01-27,Store_Chennai,Smartphone,Electronics,52.35,15000.0,785263.88,RandomForest
1047,2025-01-28,Store_Chennai,Smartphone,Electronics,53.53,15000.0,802987.46,RandomForest
1048,2025-01-29,Store_Chennai,Smartphone,Electronics,53.53,15000.0,802987.46,RandomForest
1049,2025-01-30,Store_Chennai,Smartphone,Electronics,49.51,15000.0,742679.73,RandomForest
1050,2025-01-01,Store_Chennai,Sports Shoes,Clothing,43.22,1999.0,86393.69,RandomForest
1051,2025-01-02,Store_Chennai,Sports Shoes,Clothing,44.16,1999.0,88275.6,RandomForest
1052,2025-01-03,Store_Chennai,Sports Shoes,Clothing,44.16,1999.0,88275.6,RandomForest
1053,2025-01-04,Store_Chennai,Sports Shoes,Clothing,56.58,1999.0,113102.76,RandomForest
1054,2025-01-05,Store_Chennai,Sports Shoes,Clothing,55.96,1999.0,111872.06,RandomForest
1055,2025-01-06,Store_Chennai,Sports Shoes,Clothing,46.52,1999.0,92991.84,RandomForest
1056,2025-01-07,Store_Chennai,Sports Shoes,Clothing,47.45,1999.0,94862.12,RandomForest
1057,2025-01-08,Store_Chennai,Sports Shoes,Clothing,47.62,1999.0,95188.42,RandomForest
1058,2025-01-09,Store_Chennai,Sports Shoes,Clothing,47.62,1999.0,95188.42,RandomForest
1059,2025-01-10,Store_Chennai,Sports Shoes,Clothing,48.05,1999.0,96058.09,RandomForest
1060,2025-01-11,Store_Chennai,Sports Shoes,Clothing,57.6,1999.0,115144.65,RandomForest
1061,2025-01-12,Store_Chennai,Sports Shoes,Clothing,56.83,1999.0,113599.15,RandomForest
1062,2025-01-13,Store_Chennai,Sports Shoes,Clothing,47.37,1999.0,94700.08,RandomForest
1063,2025-01-14,Store_Chennai,Sports Shoes,Clothing,48.21,1999.0,96368.97,RandomForest
