,Unnamed: 0,date,store,category,product,unit_price,discount_pct,effective_price,demand,actual_sales,lost_sales,revenue,current_stock,reorder_point,reorder_qty,lead_time,is_promotion,stockout_flag
22735,72055,2024-03-26,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,129,129,0,19350.0,478,270,0,5,0,0
22736,72056,2024-03-27,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,252,252,0,37800.0,2026,270,1800,5,0,0
22737,72057,2024-03-28,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,205,205,0,30750.0,1821,270,0,5,0,0
22738,72058,2024-03-29,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,174,174,0,26100.0,1647,270,0,5,0,0
22739,72059,2024-03-30,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,232,232,0,34800.0,1415,270,0,5,0,0
22740,72060,2024-03-31,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,240,240,0,36000.0,1175,270,0,5,0,0
22741,72061,2024-04-01,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,217,217,0,32550.0,958,270,0,5,0,0
22742,72062,2024-04-02,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,228,228,0,34200.0,730,270,0,5,0,0
22743,72063,2024-04-03,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,139,139,0,20850.0,591,270,0,5,0,0
22744,72064,2024-04-04,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,222,222,0,33300.0,369,270,0,5,0,0
22745,72065,2024-04-05,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,231,231,0,34650.0,1938,270,1800,5,0,0
22746,72066,2024-04-06,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,268,268,0,40200.0,1670,270,0,5,0,0
22747,72067,2024-04-07,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,221,221,0,33150.0,1449,270,0,5,0,0
22748,72068,2024-04-08,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,258,258,0,38700.0,1191,270,0,5,0,0
22749,72069,2024-04-09,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,215,215,0,32250.0,976,270,0,5,0,0
22750,72070,2024-04-10,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,209,209,0,31350.0,767,270,0,5,0,0
22751,72071,2024-04-11,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,211,211,0,31650.0,556,270,0,5,0,0
22752,72072,2024-04-12,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,169,169,0,25350.0,387,270,0,5,0,0
22753,72073,2024-04-13,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,349,349,0,52350.0,1838,270,1800,5,0,0
22754,72074,2024-04-14,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,281,281,0,42150.0,1557,270,0,5,0,0
22755,72075,2024-04-15,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,265,265,0,39750.0,1292,270,0,5,0,0
22756,72076,2024-04-16,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,240,240,0,36000.0,1052,270,0,5,0,0
22757,72077,2024-04-17,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,218,218,0,32700.0,834,270,0,5,0,0
22758,72078,2024-04-18,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,205,205,0,30750.0,629,270,0,5,0,0
22759,72079,2024-04-19,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,162,162,0,24300.0,467,270,0,5,0,0
22760,72080,2024-04-20,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,294,294,0,44100.0,1973,270,1800,5,0,0
22761,72081,2024-04-21,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,202,202,0,30300.0,1771,270,0,5,0,0
22762,72082,2024-04-22,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,206,206,0,30900.0,1565,270,0,5,0,0
22763,72083,2024-04-23,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,208,208,0,31200.0,1357,270,0,5,0,0
22764,72084,2024-04-24,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,134,134,0,20100.0,1223,270,0,5,0,0
22765,72085,2024-04-25,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,186,186,0,27900.0,1037,270,0,5,0,0
22766,72086,2024-04-26,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,200,200,0,30000.0,837,270,0,5,0,0
22767,72087,2024-04-27,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,205,205,0,30750.0,632,270,0,5,0,0
22768,72088,2024-04-28,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,305,305,0,45750.0,327,270,0,5,0,0
22769,72089,2024-04-29,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,249,249,0,37350.0,1878,270,1800,5,0,0
22770,72090,2024-04-30,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,249,249,0,37350.0,1629,270,0,5,0,0
22771,72091,2024-05-01,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,227,227,0,34050.0,1402,270,0,5,0,0
22772,72092,2024-05-02,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,214,214,0,32100.0,1188,270,0,5,0,0
22773,72093,2024-05-03,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,199,199,0,29850.0,989,270,0,5,0,0
22774,72094,2024-05-04,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,198,198,0,29700.0,791,270,0,5,0,0
22775,72095,2024-05-05,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,175,175,0,26250.0,616,270,0,5,0,0
22776,72096,2024-05-06,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,117,117,0,17550.0,499,270,0,5,0,0
22777,72097,2024-05-07,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,192,192,0,28800.0,307,270,0,5,0,0
22778,72098,2024-05-08,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,186,186,0,27900.0,1921,270,1800,5,0,0
22779,72099,2024-05-09,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,145,145,0,21750.0,1776,270,0,5,0,0
22780,72100,2024-05-10,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,218,218,0,32700.0,1558,270,0,5,0,0
22781,72101,2024-05-11,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,196,196,0,29400.0,1362,270,0,5,0,0
22782,72102,2024-05-12,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,226,226,0,33900.0,1136,270,0,5,0,0
22783,72103,2024-05-13,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,172,172,0,25800.0,964,270,0,5,0,0
22784,72104,2024-05-14,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,207,207,0,31050.0,757,270,0,5,0,0
22785,72105,2024-05-15,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,164,164,0,24600.0,593,270,0,5,0,0
22786,72106,2024-05-16,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,185,185,0,27750.0,408,270,0,5,0,0
22787,72107,2024-05-17,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,187,187,0,28050.0,2021,270,1800,5,0,0
22788,72108,2024-05-18,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,215,215,0,32250.0,1806,270,0,5,0,0
22789,72109,2024-05-19,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,226,226,0,33900.0,1580,270,0,5,0,0
22790,72110,2024-05-20,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,192,192,0,28800.0,1388,270,0,5,0,0
22791,72111,2024-05-21,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,165,165,0,24750.0,1223,270,0,5,0,0
22792,72112,2024-05-22,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,138,138,0,20700.0,1085,270,0,5,0,0
22793,72113,2024-05-23,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,209,209,0,31350.0,876,270,0,5,0,0
22794,72114,2024-05-24,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,191,191,0,28650.0,685,270,0,5,0,0
22795,72115,2024-05-25,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,258,258,0,38700.0,427,270,0,5,0,0
22796,72116,2024-05-26,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,210,210,0,31500.0,2017,270,1800,5,0,0
22797,72117,2024-05-27,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,169,169,0,25350.0,1848,270,0,5,0,0
22798,72118,2024-05-28,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,191,191,0,28650.0,1657,270,0,5,0,0
22799,72119,2024-05-29,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,201,201,0,30150.0,1456,270,0,5,0,0
22800,72120,2024-05-30,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,212,212,0,31800.0,1244,270,0,5,0,0
22801,72121,2024-05-31,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,177,177,0,26550.0,1067,270,0,5,0,0
22802,72122,2024-06-01,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,242,242,0,36300.0,825,270,0,5,0,0
22803,72123,2024-06-02,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,285,285,0,42750.0,540,270,0,5,0,0
22804,72124,2024-06-03,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,176,176,0,26400.0,364,270,0,5,0,0
22805,72125,2024-06-04,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,186,186,0,27900.0,1978,270,1800,5,0,0
22806,72126,2024-06-05,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,217,217,0,32550.0,1761,270,0,5,0,0
22807,72127,2024-06-06,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,164,164,0,24600.0,1597,270,0,5,0,0
22808,72128,2024-06-07,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,157,157,0,23550.0,1440,270,0,5,0,0
22809,72129,2024-06-08,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,255,255,0,38250.0,1185,270,0,5,0,0
22810,72130,2024-06-09,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,202,202,0,30300.0,983,270,0,5,0,0
22811,72131,2024-06-10,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,172,172,0,25800.0,811,270,0,5,0,0
22812,72132,2024-06-11,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,221,221,0,33150.0,590,270,0,5,0,0
22813,72133,2024-06-12,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,141,141,0,21150.0,449,270,0,5,0,0
22814,72134,2024-06-13,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,171,171,0,25650.0,278,270,0,5,0,0
22815,72135,2024-06-14,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,189,189,0,28350.0,1889,270,1800,5,0,0
22816,72136,2024-06-15,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.1,135.0,272,272,0,36720.0,1617,270,0,5,1,0
22817,72137,2024-06-16,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,230,230,0,34500.0,1387,270,0,5,0,0
22818,72138,2024-06-17,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,187,187,0,28050.0,1200,270,0,5,0,0
22819,72139,2024-06-18,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,192,192,0,28800.0,1008,270,0,5,0,0
22820,72140,2024-06-19,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,180,180,0,27000.0,828,270,0,5,0,0
22821,72141,2024-06-20,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,193,193,0,28950.0,635,270,0,5,0,0
22822,72142,2024-06-21,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,143,143,0,21450.0,492,270,0,5,0,0
22823,72143,2024-06-22,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,209,209,0,31350.0,283,270,0,5,0,0
22824,72144,2024-06-23,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,202,202,0,30300.0,1881,270,1800,5,0,0
22825,72145,2024-06-24,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,204,204,0,30600.0,1677,270,0,5,0,0
22826,72146,2024-06-25,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,191,191,0,28650.0,1486,270,0,5,0,0
22827,72147,2024-06-26,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,156,156,0,23400.0,1330,270,0,5,0,0
22828,72148,2024-06-27,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,184,184,0,27600.0,1146,270,0,5,0,0
22829,72149,2024-06-28,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,142,142,0,21300.0,1004,270,0,5,0,0
22830,72150,2024-06-29,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,271,271,0,40650.0,733,270,0,5,0,0
22831,72151,2024-06-30,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,251,251,0,37650.0,482,270,0,5,0,0
22832,72152,2024-07-01,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,202,202,0,30300.0,280,270,0,5,0,0
22833,72153,2024-07-02,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,167,167,0,25050.0,1913,270,1800,5,0,0
22834,72154,2024-07-03,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,182,182,0,27300.0,1731,270,0,5,0,0
22835,72155,2024-07-04,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,176,176,0,26400.0,1555,270,0,5,0,0
22836,72156,2024-07-05,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,105,105,0,15750.0,1450,270,0,5,0,0
22837,72157,2024-07-06,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,199,199,0,29850.0,1251,270,0,5,0,0
22838,72158,2024-07-07,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,251,251,0,37650.0,1000,270,0,5,0,0
22839,72159,2024-07-08,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,164,164,0,24600.0,836,270,0,5,0,0
22840,72160,2024-07-09,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,189,189,0,28350.0,647,270,0,5,0,0
22841,72161,2024-07-10,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,185,185,0,27750.0,462,270,0,5,0,0
22842,72162,2024-07-11,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,151,151,0,22650.0,311,270,0,5,0,0
22843,72163,2024-07-12,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,201,201,0,30150.0,1910,270,1800,5,0,0
22844,72164,2024-07-13,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,261,261,0,39150.0,1649,270,0,5,0,0
22845,72165,2024-07-14,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,261,261,0,39150.0,1388,270,0,5,0,0
22846,72166,2024-07-15,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,183,183,0,27450.0,1205,270,0,5,0,0
22847,72167,2024-07-16,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,126,126,0,18900.0,1079,270,0,5,0,0
22848,72168,2024-07-17,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,201,201,0,30150.0,878,270,0,5,0,0
22849,72169,2024-07-18,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,171,171,0,25650.0,707,270,0,5,0,0
22850,72170,2024-07-19,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,182,182,0,27300.0,525,270,0,5,0,0
22851,72171,2024-07-20,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,192,192,0,28800.0,333,270,0,5,0,0
22852,72172,2024-07-21,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,201,201,0,30150.0,1932,270,1800,5,0,0
22853,72173,2024-07-22,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,137,137,0,20550.0,1795,270,0,5,0,0
22854,72174,2024-07-23,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,189,189,0,28350.0,1606,270,0,5,0,0
22855,72175,2024-07-24,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,147,147,0,22050.0,1459,270,0,5,0,0
22856,72176,2024-07-25,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,179,179,0,26850.0,1280,270,0,5,0,0
22857,72177,2024-07-26,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,189,189,0,28350.0,1091,270,0,5,0,0
22858,72178,2024-07-27,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,269,269,0,40350.0,822,270,0,5,0,0
22859,72179,2024-07-28,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,228,228,0,34200.0,594,270,0,5,0,0
22860,72180,2024-07-29,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,144,144,0,21600.0,450,270,0,5,0,0
22861,72181,2024-07-30,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,230,230,0,34500.0,2020,270,1800,5,0,0
22862,72182,2024-07-31,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,193,193,0,28950.0,1827,270,0,5,0,0
22863,72183,2024-08-01,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,231,231,0,34650.0,1596,270,0,5,0,0
22864,72184,2024-08-02,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,210,210,0,31500.0,1386,270,0,5,0,0
22865,72185,2024-08-03,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.1,135.0,257,257,0,34695.0,1129,270,0,5,1,0
22866,72186,2024-08-04,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,304,304,0,45600.0,825,270,0,5,0,0
22867,72187,2024-08-05,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,197,197,0,29550.0,628,270,0,5,0,0
22868,72188,2024-08-06,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,221,221,0,33150.0,407,270,0,5,0,0
22869,72189,2024-08-07,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,244,244,0,36600.0,1963,270,1800,5,0,0
22870,72190,2024-08-08,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,224,224,0,33600.0,1739,270,0,5,0,0
22871,72191,2024-08-09,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,209,209,0,31350.0,1530,270,0,5,0,0
22872,72192,2024-08-10,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.15,127.5,404,404,0,51510.0,1126,270,0,5,1,0
22873,72193,2024-08-11,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,251,251,0,37650.0,875,270,0,5,0,0
22874,72194,2024-08-12,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.18,123.0,241,241,0,29643.0,634,270,0,5,1,0
22875,72195,2024-08-13,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.18,123.0,290,290,0,35670.0,344,270,0,5,1,0
22876,72196,2024-08-14,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.18,123.0,263,263,0,32349.0,1881,270,1800,5,1,0
22877,72197,2024-08-15,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.18,123.0,262,262,0,32226.0,1619,270,0,5,1,0
22878,72198,2024-08-16,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.18,123.0,254,254,0,31242.0,1365,270,0,5,1,0
22879,72199,2024-08-17,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.18,123.0,448,448,0,55104.0,917,270,0,5,1,0
22880,72200,2024-08-18,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.18,123.0,333,333,0,40959.0,584,270,0,5,1,0
22881,72201,2024-08-19,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,219,219,0,32850.0,365,270,0,5,0,0
22882,72202,2024-08-20,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,264,264,0,39600.0,1901,270,1800,5,0,0
22883,72203,2024-08-21,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,225,225,0,33750.0,1676,270,0,5,0,0
22884,72204,2024-08-22,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,155,155,0,23250.0,1521,270,0,5,0,0
22885,72205,2024-08-23,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,239,239,0,35850.0,1282,270,0,5,0,0
22886,72206,2024-08-24,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,231,231,0,34650.0,1051,270,0,5,0,0
22887,72207,2024-08-25,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.09,136.5,226,226,0,30849.0,825,270,0,5,1,0
22888,72208,2024-08-26,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,204,204,0,30600.0,621,270,0,5,0,0
22889,72209,2024-08-27,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,186,186,0,27900.0,435,270,0,5,0,0
22890,72210,2024-08-28,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,208,208,0,31200.0,2027,270,1800,5,0,0
22891,72211,2024-08-29,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,189,189,0,28350.0,1838,270,0,5,0,0
22892,72212,2024-08-30,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,248,248,0,37200.0,1590,270,0,5,0,0
22893,72213,2024-08-31,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,248,248,0,37200.0,1342,270,0,5,0,0
22894,72214,2024-09-01,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,217,217,0,32550.0,1125,270,0,5,0,0
22895,72215,2024-09-02,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,193,193,0,28950.0,932,270,0,5,0,0
22896,72216,2024-09-03,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,174,174,0,26100.0,758,270,0,5,0,0
22897,72217,2024-09-04,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,160,160,0,24000.0,598,270,0,5,0,0
22898,72218,2024-09-05,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,160,160,0,24000.0,438,270,0,5,0,0
22899,72219,2024-09-06,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,203,203,0,30450.0,2035,270,1800,5,0,0
22900,72220,2024-09-07,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,234,234,0,35100.0,1801,270,0,5,0,0
22901,72221,2024-09-08,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,267,267,0,40050.0,1534,270,0,5,0,0
22902,72222,2024-09-09,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,160,160,0,24000.0,1374,270,0,5,0,0
22903,72223,2024-09-10,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,209,209,0,31350.0,1165,270,0,5,0,0
22904,72224,2024-09-11,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,163,163,0,24450.0,1002,270,0,5,0,0
22905,72225,2024-09-12,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,224,224,0,33600.0,778,270,0,5,0,0
22906,72226,2024-09-13,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,166,166,0,24900.0,612,270,0,5,0,0
22907,72227,2024-09-14,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,245,245,0,36750.0,367,270,0,5,0,0
22908,72228,2024-09-15,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,281,281,0,42150.0,1886,270,1800,5,0,0
22909,72229,2024-09-16,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,180,180,0,27000.0,1706,270,0,5,0,0
22910,72230,2024-09-17,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,179,179,0,26850.0,1527,270,0,5,0,0
22911,72231,2024-09-18,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,168,168,0,25200.0,1359,270,0,5,0,0
22912,72232,2024-09-19,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,175,175,0,26250.0,1184,270,0,5,0,0
22913,72233,2024-09-20,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,184,184,0,27600.0,1000,270,0,5,0,0
22914,72234,2024-09-21,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,133,133,0,19950.0,867,270,0,5,0,0
22915,72235,2024-09-22,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,206,206,0,30900.0,661,270,0,5,0,0
22916,72236,2024-09-23,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,200,200,0,30000.0,461,270,0,5,0,0
22917,72237,2024-09-24,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,185,185,0,27750.0,276,270,0,5,0,0
22918,72238,2024-09-25,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,183,183,0,27450.0,1893,270,1800,5,0,0
22919,72239,2024-09-26,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,126,126,0,18900.0,1767,270,0,5,0,0
22920,72240,2024-09-27,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,155,155,0,23250.0,1612,270,0,5,0,0
22921,72241,2024-09-28,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,213,213,0,31950.0,1399,270,0,5,0,0
22922,72242,2024-09-29,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,234,234,0,35100.0,1165,270,0,5,0,0
22923,72243,2024-09-30,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,213,213,0,31950.0,952,270,0,5,0,0
22924,72244,2024-10-01,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,213,213,0,31950.0,739,270,0,5,0,0
22925,72245,2024-10-02,Store_Chennai,Grocery,Cooking Oil (1L),150.0,0.0,150.0,166,166,0,24900.0,573,270,0,5,0,0
