,date,store,category,product,unit_price,discount_pct,effective_price,demand,actual_sales,lost_sales,revenue,current_stock,reorder_point,reorder_qty,lead_time,is_promotion,stockout_flag
14267,2022-01-20,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,65,65,0,52000.0,329,67,0,8,0,0
14268,2022-01-21,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,60,60,0,48000.0,269,67,0,8,0,0
14269,2022-01-22,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,73,73,0,58400.0,196,67,0,8,0,0
14270,2022-01-23,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.2,640.0,100,100,0,64000.0,96,67,0,8,1,0
14271,2022-01-24,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.2,640.0,83,83,0,53120.0,733,67,720,8,1,0
14272,2022-01-25,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.2,640.0,51,51,0,32640.0,682,67,0,8,1,0
14273,2022-01-26,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.2,640.0,82,82,0,52480.0,600,67,0,8,1,0
14274,2022-01-27,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.2,640.0,59,59,0,37760.0,541,67,0,8,1,0
14275,2022-01-28,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.2,640.0,67,67,0,42880.0,474,67,0,8,1,0
14276,2022-01-29,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.2,640.0,82,82,0,52480.0,392,67,0,8,1,0
14277,2022-01-30,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,62,62,0,49600.0,330,67,0,8,0,0
14278,2022-01-31,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,63,63,0,50400.0,267,67,0,8,0,0
14279,2022-02-01,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,38,38,0,30400.0,229,67,0,8,0,0
14280,2022-02-02,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,184,67,0,8,0,0
14281,2022-02-03,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,133,67,0,8,0,0
14282,2022-02-04,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,94,67,0,8,0,0
14283,2022-02-05,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,52,52,0,41600.0,762,67,720,8,0,0
14284,2022-02-06,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,56,56,0,44800.0,706,67,0,8,0,0
14285,2022-02-07,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,46,46,0,36800.0,660,67,0,8,0,0
14286,2022-02-08,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,54,54,0,43200.0,606,67,0,8,0,0
14287,2022-02-09,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,558,67,0,8,0,0
14288,2022-02-10,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,60,60,0,48000.0,498,67,0,8,0,0
14289,2022-02-11,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,40,40,0,32000.0,458,67,0,8,0,0
14290,2022-02-12,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,69,69,0,55200.0,389,67,0,8,0,0
14291,2022-02-13,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,50,50,0,40000.0,339,67,0,8,0,0
14292,2022-02-14,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,300,67,0,8,0,0
14293,2022-02-15,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,56,56,0,44800.0,244,67,0,8,0,0
14294,2022-02-16,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,199,67,0,8,0,0
14295,2022-02-17,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,38,38,0,30400.0,161,67,0,8,0,0
14296,2022-02-18,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,35,35,0,28000.0,126,67,0,8,0,0
14297,2022-02-19,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,57,57,0,45600.0,69,67,0,8,0,0
14298,2022-02-20,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,52,52,0,41600.0,737,67,720,8,0,0
14299,2022-02-21,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,35,35,0,28000.0,702,67,0,8,0,0
14300,2022-02-22,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,32,32,0,25600.0,670,67,0,8,0,0
14301,2022-02-23,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,623,67,0,8,0,0
14302,2022-02-24,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,35,35,0,28000.0,588,67,0,8,0,0
14303,2022-02-25,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,543,67,0,8,0,0
14304,2022-02-26,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.14,688.0,57,57,0,39216.0,486,67,0,8,1,0
14305,2022-02-27,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,67,67,0,53600.0,419,67,0,8,0,0
14306,2022-02-28,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,374,67,0,8,0,0
14307,2022-03-01,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,50,50,0,40000.0,324,67,0,8,0,0
14308,2022-03-02,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,53,53,0,42400.0,271,67,0,8,0,0
14309,2022-03-03,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,40,40,0,32000.0,231,67,0,8,0,0
14310,2022-03-04,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,43,43,0,34400.0,188,67,0,8,0,0
14311,2022-03-05,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,64,64,0,51200.0,124,67,0,8,0,0
14312,2022-03-06,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,63,63,0,50400.0,781,67,720,8,0,0
14313,2022-03-07,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.15,680.0,57,57,0,38760.0,724,67,0,8,1,0
14314,2022-03-08,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.15,680.0,52,52,0,35360.0,672,67,0,8,1,0
14315,2022-03-09,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.15,680.0,53,53,0,36040.0,619,67,0,8,1,0
14316,2022-03-10,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.15,680.0,52,52,0,35360.0,567,67,0,8,1,0
14317,2022-03-11,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.15,680.0,51,51,0,34680.0,516,67,0,8,1,0
14318,2022-03-12,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.15,680.0,81,81,0,55080.0,435,67,0,8,1,0
14319,2022-03-13,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.15,680.0,60,60,0,40800.0,375,67,0,8,1,0
14320,2022-03-14,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,43,43,0,34400.0,332,67,0,8,0,0
14321,2022-03-15,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,293,67,0,8,0,0
14322,2022-03-16,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,35,35,0,28000.0,258,67,0,8,0,0
14323,2022-03-17,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,207,67,0,8,0,0
14324,2022-03-18,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,41,41,0,32800.0,166,67,0,8,0,0
14325,2022-03-19,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,58,58,0,46400.0,108,67,0,8,0,0
14326,2022-03-20,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,61,61,0,48800.0,767,67,720,8,0,0
14327,2022-03-21,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,34,34,0,27200.0,733,67,0,8,0,0
14328,2022-03-22,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,32,32,0,25600.0,701,67,0,8,0,0
14329,2022-03-23,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,657,67,0,8,0,0
14330,2022-03-24,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,609,67,0,8,0,0
14331,2022-03-25,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,41,41,0,32800.0,568,67,0,8,0,0
14332,2022-03-26,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.11,712.0,77,77,0,54824.0,491,67,0,8,1,0
14333,2022-03-27,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,49,49,0,39200.0,442,67,0,8,0,0
14334,2022-03-28,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,394,67,0,8,0,0
14335,2022-03-29,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,346,67,0,8,0,0
14336,2022-03-30,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,298,67,0,8,0,0
14337,2022-03-31,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,30,30,0,24000.0,268,67,0,8,0,0
14338,2022-04-01,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,224,67,0,8,0,0
14339,2022-04-02,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,176,67,0,8,0,0
14340,2022-04-03,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,59,59,0,47200.0,117,67,0,8,0,0
14341,2022-04-04,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,38,38,0,30400.0,79,67,0,8,0,0
14342,2022-04-05,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,751,67,720,8,0,0
14343,2022-04-06,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,709,67,0,8,0,0
14344,2022-04-07,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,661,67,0,8,0,0
14345,2022-04-08,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,617,67,0,8,0,0
14346,2022-04-09,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.11,712.0,78,78,0,55536.0,539,67,0,8,1,0
14347,2022-04-10,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,62,62,0,49600.0,477,67,0,8,0,0
14348,2022-04-11,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,55,55,0,44000.0,422,67,0,8,0,0
14349,2022-04-12,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,371,67,0,8,0,0
14350,2022-04-13,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,41,41,0,32800.0,330,67,0,8,0,0
14351,2022-04-14,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,54,54,0,43200.0,276,67,0,8,0,0
14352,2022-04-15,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,229,67,0,8,0,0
14353,2022-04-16,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,53,53,0,42400.0,176,67,0,8,0,0
14354,2022-04-17,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.12,704.0,58,58,0,40832.0,118,67,0,8,1,0
14355,2022-04-18,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,71,67,0,8,0,0
14356,2022-04-19,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,59,59,0,47200.0,732,67,720,8,0,0
14357,2022-04-20,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,50,50,0,40000.0,682,67,0,8,0,0
14358,2022-04-21,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,43,43,0,34400.0,639,67,0,8,0,0
14359,2022-04-22,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,54,54,0,43200.0,585,67,0,8,0,0
14360,2022-04-23,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,75,75,0,60000.0,510,67,0,8,0,0
14361,2022-04-24,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,64,64,0,51200.0,446,67,0,8,0,0
14362,2022-04-25,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,33,33,0,26400.0,413,67,0,8,0,0
14363,2022-04-26,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,49,49,0,39200.0,364,67,0,8,0,0
14364,2022-04-27,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,54,54,0,43200.0,310,67,0,8,0,0
14365,2022-04-28,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,31,31,0,24800.0,279,67,0,8,0,0
14366,2022-04-29,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,228,67,0,8,0,0
14367,2022-04-30,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,55,55,0,44000.0,173,67,0,8,0,0
14368,2022-05-01,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,59,59,0,47200.0,114,67,0,8,0,0
14369,2022-05-02,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,787,67,720,8,0,0
14370,2022-05-03,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,50,50,0,40000.0,737,67,0,8,0,0
14371,2022-05-04,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,689,67,0,8,0,0
14372,2022-05-05,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,650,67,0,8,0,0
14373,2022-05-06,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,43,43,0,34400.0,607,67,0,8,0,0
14374,2022-05-07,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,56,56,0,44800.0,551,67,0,8,0,0
14375,2022-05-08,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,67,67,0,53600.0,484,67,0,8,0,0
14376,2022-05-09,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,436,67,0,8,0,0
14377,2022-05-10,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,41,41,0,32800.0,395,67,0,8,0,0
14378,2022-05-11,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,356,67,0,8,0,0
14379,2022-05-12,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,49,49,0,39200.0,307,67,0,8,0,0
14380,2022-05-13,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,265,67,0,8,0,0
14381,2022-05-14,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,63,63,0,50400.0,202,67,0,8,0,0
14382,2022-05-15,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,71,71,0,56800.0,131,67,0,8,0,0
14383,2022-05-16,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,87,67,0,8,0,0
14384,2022-05-17,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,52,52,0,41600.0,755,67,720,8,0,0
14385,2022-05-18,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,713,67,0,8,0,0
14386,2022-05-19,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,674,67,0,8,0,0
14387,2022-05-20,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,58,58,0,46400.0,616,67,0,8,0,0
14388,2022-05-21,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,49,49,0,39200.0,567,67,0,8,0,0
14389,2022-05-22,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,59,59,0,47200.0,508,67,0,8,0,0
14390,2022-05-23,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,50,50,0,40000.0,458,67,0,8,0,0
14391,2022-05-24,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,419,67,0,8,0,0
14392,2022-05-25,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,58,58,0,46400.0,361,67,0,8,0,0
14393,2022-05-26,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,322,67,0,8,0,0
14394,2022-05-27,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,278,67,0,8,0,0
14395,2022-05-28,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,234,67,0,8,0,0
14396,2022-05-29,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,61,61,0,48800.0,173,67,0,8,0,0
14397,2022-05-30,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,37,37,0,29600.0,136,67,0,8,0,0
14398,2022-05-31,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,59,59,0,47200.0,77,67,0,8,0,0
14399,2022-06-01,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,53,53,0,42400.0,744,67,720,8,0,0
14400,2022-06-02,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,702,67,0,8,0,0
14401,2022-06-03,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,657,67,0,8,0,0
14402,2022-06-04,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,54,54,0,43200.0,603,67,0,8,0,0
14403,2022-06-05,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,46,46,0,36800.0,557,67,0,8,0,0
14404,2022-06-06,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,43,43,0,34400.0,514,67,0,8,0,0
14405,2022-06-07,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,463,67,0,8,0,0
14406,2022-06-08,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,39,39,0,31200.0,424,67,0,8,0,0
14407,2022-06-09,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,30,30,0,24000.0,394,67,0,8,0,0
14408,2022-06-10,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,37,37,0,29600.0,357,67,0,8,0,0
14409,2022-06-11,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.06,752.0,71,71,0,53392.0,286,67,0,8,1,0
14410,2022-06-12,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,244,67,0,8,0,0
14411,2022-06-13,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,202,67,0,8,0,0
14412,2022-06-14,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,160,67,0,8,0,0
14413,2022-06-15,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,113,67,0,8,0,0
14414,2022-06-16,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,38,38,0,30400.0,75,67,0,8,0,0
14415,2022-06-17,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,751,67,720,8,0,0
14416,2022-06-18,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,68,68,0,54400.0,683,67,0,8,0,0
14417,2022-06-19,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,60,60,0,48000.0,623,67,0,8,0,0
14418,2022-06-20,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,581,67,0,8,0,0
14419,2022-06-21,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,58,58,0,46400.0,523,67,0,8,0,0
14420,2022-06-22,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,40,40,0,32000.0,483,67,0,8,0,0
14421,2022-06-23,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,46,46,0,36800.0,437,67,0,8,0,0
14422,2022-06-24,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,46,46,0,36800.0,391,67,0,8,0,0
14423,2022-06-25,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.14,688.0,83,83,0,57104.0,308,67,0,8,1,0
14424,2022-06-26,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,66,66,0,52800.0,242,67,0,8,0,0
14425,2022-06-27,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,197,67,0,8,0,0
14426,2022-06-28,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,49,49,0,39200.0,148,67,0,8,0,0
14427,2022-06-29,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,43,43,0,34400.0,105,67,0,8,0,0
14428,2022-06-30,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,44,44,0,35200.0,781,67,720,8,0,0
14429,2022-07-01,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,730,67,0,8,0,0
14430,2022-07-02,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,46,46,0,36800.0,684,67,0,8,0,0
14431,2022-07-03,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,54,54,0,43200.0,630,67,0,8,0,0
14432,2022-07-04,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,49,49,0,39200.0,581,67,0,8,0,0
14433,2022-07-05,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,38,38,0,30400.0,543,67,0,8,0,0
14434,2022-07-06,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,21,21,0,16800.0,522,67,0,8,0,0
14435,2022-07-07,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,55,55,0,44000.0,467,67,0,8,0,0
14436,2022-07-08,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,422,67,0,8,0,0
14437,2022-07-09,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,46,46,0,36800.0,376,67,0,8,0,0
14438,2022-07-10,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,57,57,0,45600.0,319,67,0,8,0,0
14439,2022-07-11,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,272,67,0,8,0,0
14440,2022-07-12,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,227,67,0,8,0,0
14441,2022-07-13,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,41,41,0,32800.0,186,67,0,8,0,0
14442,2022-07-14,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,40,40,0,32000.0,146,67,0,8,0,0
14443,2022-07-15,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,38,38,0,30400.0,108,67,0,8,0,0
14444,2022-07-16,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,62,62,0,49600.0,766,67,720,8,0,0
14445,2022-07-17,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.1,720.0,55,55,0,39600.0,711,67,0,8,1,0
14446,2022-07-18,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,46,46,0,36800.0,665,67,0,8,0,0
14447,2022-07-19,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,614,67,0,8,0,0
14448,2022-07-20,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,49,49,0,39200.0,565,67,0,8,0,0
14449,2022-07-21,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,64,64,0,51200.0,501,67,0,8,0,0
14450,2022-07-22,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,40,40,0,32000.0,461,67,0,8,0,0
14451,2022-07-23,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.06,752.0,65,65,0,48880.0,396,67,0,8,1,0
14452,2022-07-24,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,69,69,0,55200.0,327,67,0,8,0,0
14453,2022-07-25,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,55,55,0,44000.0,272,67,0,8,0,0
14454,2022-07-26,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,225,67,0,8,0,0
14455,2022-07-27,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,32,32,0,25600.0,193,67,0,8,0,0
14456,2022-07-28,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,42,42,0,33600.0,151,67,0,8,0,0
14457,2022-07-29,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,45,45,0,36000.0,106,67,0,8,0,0
14458,2022-07-30,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,55,55,0,44000.0,771,67,720,8,0,0
14459,2022-07-31,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,56,56,0,44800.0,715,67,0,8,0,0
14460,2022-08-01,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,47,47,0,37600.0,668,67,0,8,0,0
14461,2022-08-02,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,51,51,0,40800.0,617,67,0,8,0,0
14462,2022-08-03,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,35,35,0,28000.0,582,67,0,8,0,0
14463,2022-08-04,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,43,43,0,34400.0,539,67,0,8,0,0
14464,2022-08-05,Store_Delhi,Home & Kitchen,Non-Stick Pan,800,0.0,800.0,48,48,0,38400.0,491,67,0,8,0,0
